102.223.210.0/24,327707
197.157.128.0/18,327707
197.157.128.0,327707
197.157.129.0,327707
197.157.130.0,327707
197.157.131.0,327707
197.157.132.0,327707
197.157.133.0,327707
197.157.134.0,327707
197.157.135.0,327707
197.157.136.0,327707
197.157.137.0,327707
197.157.141.0,327707
197.157.142.0,327707
197.157.143.0,327707
197.157.144.0,327707
197.157.145.0,327707
197.157.147.0,327707
197.157.148.0,327707
197.157.149.0,327707
197.157.150.0,327707
197.157.153.0,327707
197.157.155.0,327707
197.157.159.0,327707
197.157.165.0,327707
197.157.180.0,327707
197.157.181.0,327707
